repository,created_at,updated_at,size,num_stars,num_forks
obss/sahi,2021-01-30T12:54:53Z,2025-01-24T07:07:27Z,73355,4268,618
MAIF/shapash,2020-04-29T07:34:23Z,2025-01-23T01:42:49Z,64727,2768,334
dipanjanS/practical-machine-learning-with-python,2017-07-29T10:31:36Z,2025-01-23T10:36:57Z,121256,2296,1649
bgshih/crnn,2015-12-19T07:14:57Z,2025-01-23T06:11:43Z,75,2063,551
JasonKessler/scattertext,2016-07-21T01:47:12Z,2025-01-17T14:04:12Z,42656,2273,292
yanshengjia/ml-road,2017-10-31T04:36:37Z,2025-01-24T15:48:43Z,327454,3710,1388
eugeneyan/ml-surveys,2020-08-08T01:35:06Z,2025-01-23T11:32:27Z,20,2838,290
WongKinYiu/ScaledYOLOv4,2020-11-14T03:01:11Z,2025-01-23T12:37:42Z,489,2022,572
ICT-BDA/EasyML,2017-04-07T05:13:26Z,2025-01-21T20:48:10Z,15607,1974,439
lakshayg/tensorflow-build-archived,2017-05-18T02:21:47Z,2025-01-03T21:46:10Z,222587,1907,222
aws-samples/aws-machine-learning-university-accelerated-nlp,2020-08-07T00:40:22Z,2025-01-24T14:00:57Z,81180,2366,611
unsplash/datasets,2020-06-23T19:58:19Z,2025-01-24T06:14:57Z,67,2480,124
orico/www.mlcompendium.com,2021-08-09T03:50:41Z,2024-12-27T03:50:01Z,15990,2072,227
wzhe06/SparrowRecSys,2020-05-05T05:03:23Z,2025-01-23T00:24:25Z,66590,2467,848
Palashio/libra,2020-04-10T23:25:55Z,2025-01-10T23:33:57Z,190634,1918,109
google/sling,2017-04-25T10:47:40Z,2025-01-23T16:57:57Z,5425,1930,266
voxel51/fiftyone,2020-04-22T13:43:28Z,2025-01-24T15:26:07Z,2049834,9105,591
endymecy/spark-ml-source-analysis,2016-01-08T13:39:03Z,2025-01-14T15:14:34Z,13831,1948,826
root-project/root,2013-06-27T10:46:59Z,2025-01-24T15:52:43Z,1131683,2766,1304
faridrashidi/kaggle-solutions,2018-11-25T04:27:49Z,2025-01-24T07:19:43Z,31660,5062,1899
rust-ml/linfa,2018-04-05T07:03:30Z,2025-01-24T10:33:35Z,4685,3896,255
lgsvl/simulator,2018-07-02T22:07:26Z,2025-01-23T07:39:18Z,42420,2308,781
werner-duvaud/muzero-general,2019-12-27T02:33:51Z,2025-01-24T14:26:19Z,7435,2560,621
DerwenAI/pytextrank,2016-10-02T18:39:12Z,2025-01-23T16:38:58Z,1689,2165,333
datawhalechina/fun-rec,2020-08-09T04:37:34Z,2025-01-24T15:06:29Z,109411,5013,865
mapbox/robosat,2018-06-07T12:42:33Z,2025-01-24T08:40:08Z,1381,2030,386
tobegit3hub/tensorflow_template_application,2016-07-18T10:54:20Z,2025-01-15T22:57:16Z,46958,1872,713
yuchenlin/rebiber,2021-01-24T09:41:52Z,2025-01-24T16:06:28Z,84749,2711,161
LaurentMazare/tch-rs,2019-02-16T21:08:44Z,2025-01-24T13:45:36Z,5292,4518,354
the-akira/Computer-Science-Resources,2019-02-05T01:17:26Z,2025-01-24T05:40:46Z,3126,2520,307
determined-ai/determined,2020-04-07T16:12:29Z,2025-01-24T15:38:30Z,204925,3083,359
szilard/benchm-ml,2015-03-28T00:34:18Z,2025-01-11T18:54:31Z,1133,1876,334
pytorch/audio,2017-05-05T00:38:05Z,2025-01-24T16:27:27Z,1593364,2589,666
Trusted-AI/AIF360,2018-08-22T20:47:15Z,2025-01-24T13:23:23Z,6837,2504,856
MrNothing/AI-Blocks,2017-10-16T10:51:25Z,2025-01-03T21:46:33Z,35409,1863,222
openmlsys/openmlsys-zh,2022-01-18T08:43:46Z,2025-01-24T09:13:51Z,50809,4192,442
tensorflow/tfx,2019-02-04T17:14:36Z,2025-01-21T11:47:07Z,245918,2127,717
Accenture/AmpliGraph,2019-01-09T14:52:05Z,2025-01-21T02:21:16Z,44317,2182,250
bangoc123/learn-machine-learning-in-two-months,2018-08-03T03:36:05Z,2025-01-17T14:45:09Z,71508,2065,668
dotnet/spark,2019-04-22T18:55:55Z,2025-01-24T13:49:27Z,5076,2037,318
jindongwang/MachineLearning,2015-08-16T13:01:08Z,2025-01-23T00:53:29Z,286,1991,634
modAL-python/modAL,2017-11-14T14:01:15Z,2025-01-22T16:09:05Z,9570,2249,324
arbox/machine-learning-with-ruby,2017-04-20T09:44:48Z,2025-01-18T21:07:48Z,472,2137,181
src-d/hercules,2016-12-12T17:30:29Z,2025-01-23T08:33:53Z,10255,2656,331
lightly-ai/lightly,2020-10-13T13:02:56Z,2025-01-24T16:00:01Z,11576,3257,287
OryxProject/oryx,2014-07-25T20:08:44Z,2025-01-03T21:44:10Z,7464,1783,404
Machine-Learning-Tokyo/Interactive_Tools,2019-04-29T23:24:38Z,2025-01-24T15:32:08Z,34600,2720,312
minimaxir/automl-gs,2019-01-13T18:57:44Z,2025-01-03T21:47:46Z,572,1856,178
lucidrains/reformer-pytorch,2020-01-09T20:42:37Z,2025-01-22T23:05:54Z,36190,2143,255
whylabs/whylogs,2020-08-14T23:25:32Z,2025-01-24T09:39:41Z,189731,2678,121
kermitt2/grobid,2012-09-13T15:48:54Z,2025-01-24T04:41:32Z,1655134,3736,462
ahmedbahaaeldin/From-0-to-Research-Scientist-resources-guide,2021-03-16T07:52:23Z,2025-01-23T19:02:33Z,221,7488,1057
BlazingDB/blazingsql,2018-09-24T18:25:45Z,2025-01-22T12:32:24Z,43360,1942,184
SeldonIO/alibi,2019-02-26T10:10:56Z,2025-01-22T15:42:01Z,31655,2433,253
Drakkar-Software/OctoBot,2018-02-23T23:13:05Z,2025-01-24T09:04:15Z,166413,3685,818
lucasb-eyer/pydensecrf,2015-11-13T18:15:38Z,2025-01-23T05:43:13Z,2745,1964,418
xmartlabs/Bender,2017-05-03T20:52:12Z,2025-01-19T03:12:56Z,72730,1799,90
mJackie/RecSys,2019-03-08T14:16:10Z,2025-01-20T11:02:45Z,44172,1972,438
MaxBenChrist/awesome_time_series_in_python,2017-08-16T12:27:27Z,2025-01-24T11:59:01Z,144,2135,367
r9y9/deepvoice3_pytorch,2017-10-31T12:31:44Z,2025-01-24T15:09:49Z,7107,1972,487
pkhungurn/talking-head-anime-demo,2019-12-27T11:45:52Z,2025-01-24T00:45:00Z,380,2003,288
facebookresearch/TensorComprehensions,2018-02-06T17:11:07Z,2025-01-20T10:52:55Z,38455,1758,212
benedekrozemberczki/karateclub,2019-12-05T17:35:56Z,2025-01-24T07:47:11Z,29396,2186,247
ssusnic/Machine-Learning-Flappy-Bird,2017-08-10T15:14:19Z,2025-01-20T09:08:02Z,485,1824,403
kserve/kserve,2019-03-27T21:14:14Z,2025-01-24T08:57:18Z,439008,3806,1092
Awesome-Interview/Awesome-Interview,2019-03-27T13:18:08Z,2025-01-19T16:39:23Z,265,1787,312
HuaizhengZhang/Awesome-System-for-Machine-Learning,2019-01-07T12:59:19Z,2025-01-24T14:55:58Z,910,2761,318
tomlepaine/fast-wavenet,2016-09-16T21:57:30Z,2025-01-19T03:13:31Z,313,1763,308
achillesrasquinha/bulbea,2017-03-09T06:11:06Z,2025-01-21T04:12:17Z,2768,2075,478
microsoft/DialoGPT,2019-08-29T21:07:46Z,2025-01-24T01:58:03Z,45751,2367,344
tirthajyoti/Papers-Literature-ML-DL-RL-AI,2018-01-16T06:25:18Z,2025-01-24T15:48:16Z,518862,2497,745
curiousily/Getting-Things-Done-with-Pytorch,2020-01-31T08:02:53Z,2025-01-22T09:36:03Z,33893,2383,642
aws/sagemaker-python-sdk,2017-11-14T01:03:33Z,2025-01-24T15:19:31Z,167142,2122,1144
patrikhuber/eos,2015-02-10T16:09:02Z,2025-01-12T06:03:50Z,14955,1925,598
datawhalechina/daily-interview,2019-04-24T06:07:56Z,2025-01-23T09:48:42Z,16391,2717,437
github/CodeSearchNet,2019-02-28T17:22:54Z,2025-01-24T02:27:21Z,30039,2243,391
UniversalDataTool/universal-data-tool,2019-07-11T18:00:15Z,2025-01-12T21:52:05Z,259422,1971,190
FedML-AI/FedML,2020-07-21T22:41:25Z,2025-01-23T04:06:24Z,935790,3771,743
YunYang1994/TensorFlow2.0-Examples,2019-03-07T15:17:05Z,2025-01-03T21:47:54Z,10630,1711,673
Charmve/computer-vision-in-action,2021-04-29T03:08:48Z,2025-01-23T17:03:46Z,303118,2638,391
probcomp/Gen.jl,2018-08-21T21:42:42Z,2025-01-24T05:52:15Z,29439,1803,162
rentruewang/koila,2021-11-17T08:37:36Z,2025-01-11T20:31:51Z,4109,1823,63
idealo/image-quality-assessment,2018-06-12T14:46:09Z,2025-01-21T08:37:55Z,81882,2109,452
kelvins/awesome-mlops,2020-05-25T22:53:26Z,2025-01-24T11:40:00Z,455,4254,587
gram-ai/capsule-networks,2017-11-02T14:47:54Z,2025-01-23T13:38:46Z,797,1735,316
RubixML/ML,2018-02-14T07:20:19Z,2025-01-24T09:44:21Z,31803,2075,184
GPflow/GPflow,2016-01-14T11:29:24Z,2025-01-22T16:27:12Z,392650,1859,434
sshkhr/awesome-mlss,2018-12-01T06:34:35Z,2025-01-24T13:38:39Z,1199,2680,300
jsbroks/coco-annotator,2018-09-03T21:38:31Z,2025-01-21T09:39:54Z,1866,2144,467
tensorflow/privacy,2018-12-21T18:46:46Z,2025-01-22T09:24:07Z,2956,1948,452
NiuTrans/ABigSurvey,2020-07-17T05:57:36Z,2025-01-23T10:49:55Z,1828,1998,242
huseinzol05/NLP-Models-Tensorflow,2018-04-23T12:04:17Z,2025-01-19T03:56:40Z,48393,1786,728
azavea/raster-vision,2017-02-02T14:31:54Z,2025-01-24T06:28:36Z,96215,2107,387
pytorch/TensorRT,2020-03-11T17:17:43Z,2025-01-23T18:06:49Z,88844,2655,357
amir-abdi/keras_to_tensorflow,2017-05-10T04:43:29Z,2025-01-23T05:42:16Z,149,1665,538
quantumblacklabs/causalnex,2019-12-12T15:26:09Z,2025-01-18T10:26:17Z,23919,2276,260
teddylee777/machine-learning,2018-09-02T05:55:25Z,2025-01-24T08:01:18Z,64434,2666,861
4paradigm/OpenMLDB,2021-03-12T07:18:31Z,2025-01-23T06:24:10Z,170648,1606,321
stemrollerapp/stemroller,2022-07-10T05:47:38Z,2025-01-23T22:26:21Z,1633,2684,114
jonkrohn/ML-foundations,2020-04-18T15:38:51Z,2025-01-24T10:16:31Z,14053,3790,1772
TuringLang/Turing.jl,2016-04-29T10:51:43Z,2025-01-24T04:37:53Z,36822,2077,220
ermig1979/Simd,2015-03-25T15:24:55Z,2025-01-23T19:04:16Z,41388,2103,420
Franck-Dernoncourt/NeuroNER,2017-03-07T01:24:15Z,2025-01-17T09:50:47Z,126746,1703,475
postgresml/postgresml,2022-04-11T05:33:26Z,2025-01-24T16:12:18Z,445846,6121,308
bjoernkarmann/project_alias,2018-05-15T21:16:07Z,2025-01-19T03:17:51Z,40997,1689,102
voxelmorph/voxelmorph,2018-05-14T16:19:41Z,2025-01-24T05:59:00Z,132471,2359,586
imgcook/imgcook,2018-12-26T02:43:07Z,2025-01-24T07:59:40Z,66,1860,122
byzer-org/byzer-lang,2016-04-28T07:06:14Z,2025-01-17T01:10:14Z,57315,1838,548
PythonOT/POT,2016-10-20T14:42:14Z,2025-01-22T17:02:51Z,45897,2477,507
lexfridman/deeptraffic,2018-01-06T01:24:42Z,2025-01-24T07:36:48Z,6208,1761,260
scikit-learn-contrib/lightning,2012-01-11T13:53:52Z,2025-01-14T14:58:38Z,14720,1729,214
hosseinmoein/DataFrame,2017-10-28T17:25:45Z,2025-01-23T16:06:26Z,46923,2576,319
replicate/keepsake,2020-07-01T04:37:44Z,2025-01-18T23:08:06Z,16585,1653,72
uber/manifold,2019-02-08T21:05:30Z,2024-12-18T14:53:38Z,7134,1650,117
hanleyweng/CoreML-in-ARKit,2017-07-14T08:33:22Z,2025-01-20T09:50:21Z,25091,1671,219
mlr-org/mlr,2013-08-29T16:26:13Z,2025-01-21T14:06:53Z,633544,1651,404
ClimbsRocks/auto_ml,2016-08-07T21:35:08Z,2025-01-23T22:52:14Z,1444,1642,311
xavier-zy/Awesome-pytorch-list-CNVersion,2019-09-04T07:39:42Z,2025-01-17T15:59:13Z,1218,1744,398
jslee02/awesome-robotics-libraries,2016-04-16T20:44:29Z,2025-01-19T18:46:54Z,321,2371,434
grananqvist/Awesome-Quant-Machine-Learning-Trading,2018-11-05T21:09:06Z,2025-01-24T15:17:45Z,31,2797,573
aburkov/theMLbook,2019-01-06T06:40:03Z,2025-01-22T11:50:00Z,3464,1843,565
keras-team/keras-contrib,2017-01-25T02:26:49Z,2025-01-03T21:45:51Z,868,1578,652
tensorflow/addons,2018-11-26T23:57:17Z,2025-01-17T15:23:48Z,6188,1694,612
jiqizhixin/Artificial-Intelligence-Terminology-Database,2017-06-27T15:36:56Z,2025-01-23T18:24:38Z,2341,1930,332
uber-research/deep-neuroevolution,2018-01-04T01:12:25Z,2025-01-24T08:15:04Z,3804,1638,301
edyoda/data-science-complete-tutorial,2018-09-15T06:37:32Z,2025-01-16T10:27:47Z,57561,1803,765
Lightning-AI/lightning-flash,2021-01-28T18:47:16Z,2025-01-12T08:55:39Z,13434,1746,211
sthalles/SimCLR,2020-02-17T18:58:35Z,2025-01-20T07:45:07Z,84436,2313,470
justmarkham/DAT8,2015-08-07T03:35:51Z,2025-01-24T04:50:30Z,24092,1607,1065
plasticityai/magnitude,2018-02-24T07:28:16Z,2025-01-24T13:04:20Z,74131,1637,120
justmarkham/scikit-learn-tips,2020-03-26T13:36:57Z,2025-01-18T12:34:39Z,289,1725,435
instacart/lore,2017-10-19T21:51:45Z,2025-01-03T21:46:34Z,1641,1547,134
philipperemy/keras-tcn,2018-03-22T02:40:06Z,2025-01-22T12:43:32Z,6017,1922,458
kevinhughes27/TensorKart,2016-12-28T15:11:51Z,2025-01-17T02:59:36Z,58922,1579,254
cerlymarco/MEDIUM_NoteBook,2019-04-22T20:45:20Z,2025-01-22T08:08:54Z,100498,2094,978
diffgram/diffgram,2018-09-06T21:04:23Z,2025-01-17T21:02:12Z,57461,1854,121
Hironsan/awesome-embedding-models,2016-12-05T04:16:20Z,2025-01-23T15:23:09Z,49,1770,252
PennyLaneAI/pennylane,2018-04-17T16:45:42Z,2025-01-24T16:22:32Z,111691,2454,616
guillaume-chevalier/Awesome-Deep-Learning-Resources,2016-11-27T17:41:38Z,2025-01-23T15:23:09Z,312,1678,291
mbadry1/Top-Deep-Learning,2018-03-16T00:57:51Z,2025-01-22T10:55:51Z,138,1699,431
fepegar/torchio,2019-11-26T09:10:09Z,2025-01-21T23:28:17Z,46461,2117,240
ben1234560/AiLearning-Theory-Applying,2020-10-25T02:25:05Z,2025-01-24T10:26:41Z,102608,3126,442
krzjoa/awesome-python-data-science,2017-12-21T10:17:53Z,2025-01-23T23:41:39Z,1473,2676,354
tradytics/surpriver,2020-08-30T07:56:22Z,2025-01-23T11:49:41Z,2064,1790,334
metarank/metarank,2020-08-19T17:16:08Z,2025-01-23T10:50:31Z,24761,2104,90
chaoyanghe/Awesome-Federated-Learning,2020-07-03T19:26:03Z,2025-01-23T08:04:19Z,215,1935,331
uber/petastorm,2018-06-15T23:15:29Z,2025-01-22T03:18:39Z,2819,1811,284
VertaAI/modeldb,2016-10-19T01:07:26Z,2025-01-21T21:15:16Z,55253,1713,286
pkmital/CADL,2016-07-06T22:07:55Z,2025-01-24T12:49:51Z,330445,1482,732
JifuZhao/DS-Take-Home,2018-04-12T01:40:14Z,2025-01-24T11:32:40Z,8422,1684,861
michaelgutmann/ml-pen-and-paper-exercises,2022-06-27T16:33:05Z,2025-01-20T02:18:36Z,1815,1958,142
jadianes/spark-py-notebooks,2015-05-06T07:45:21Z,2025-01-17T07:41:23Z,2312,1641,917
ahangchen/GDLnotes,2016-05-08T07:45:57Z,2025-01-16T10:26:45Z,10708,1490,477
Nixtla/statsforecast,2021-11-24T02:19:14Z,2025-01-23T20:51:56Z,231705,4103,297
githubharald/SimpleHTR,2018-06-13T13:30:25Z,2025-01-21T17:20:50Z,80846,2020,898
AsuharietYgvar/AppleNeuralHash2ONNX,2021-08-15T19:52:47Z,2024-12-24T03:00:51Z,15,1535,132
krasserm/bayesian-machine-learning,2018-03-19T14:17:43Z,2025-01-23T07:29:52Z,28484,1843,466
alan-turing-institute/MLJ.jl,2018-08-01T06:29:39Z,2025-01-23T07:24:23Z,45542,1819,156
uber/orbit,2020-01-07T18:20:37Z,2025-01-22T13:57:08Z,168278,1933,135
dustinvtran/ml-videos,2017-01-25T01:02:58Z,2025-01-22T00:57:53Z,50,1537,213
Hironsan/anago,2017-06-26T21:28:36Z,2025-01-19T03:23:14Z,7689,1477,368
uTensor/uTensor,2017-09-21T17:04:59Z,2025-01-24T10:07:02Z,77931,1750,227
alan-ai/alan-sdk-web,2019-10-23T12:17:16Z,2025-01-17T23:36:11Z,26162,2403,94
devnag/pytorch-generative-adversarial-networks,2017-02-11T01:15:16Z,2025-01-23T05:57:05Z,9,1520,449
lovoo/NSFWDetector,2018-08-14T09:21:41Z,2025-01-24T09:58:56Z,274,1603,110
b7leung/MLE-Flashcards,2022-07-23T05:05:08Z,2025-01-24T09:08:26Z,35853,2041,185
dotnet/infer,2018-09-14T23:49:02Z,2025-01-20T09:56:06Z,36191,1565,229
SeldonIO/seldon-server,2015-02-11T13:49:35Z,2025-01-03T21:44:26Z,3685,1471,299
graph4ai/graph4nlp,2020-07-16T03:28:48Z,2025-01-10T15:10:14Z,489856,1681,202
elyra-ai/elyra,2019-10-22T21:37:58Z,2025-01-24T13:14:30Z,118923,1876,348
mrdbourke/zero-to-mastery-ml,2019-09-23T04:56:51Z,2025-01-24T16:32:28Z,330943,3052,3481
vearch/vearch,2019-05-13T02:37:31Z,2025-01-24T15:26:33Z,36314,2108,336
VivekPa/AIAlpha,2018-10-07T03:58:26Z,2025-01-23T07:39:40Z,13852,1754,449
mintlify/writer,2021-12-22T23:07:58Z,2025-01-23T18:52:00Z,9971,2881,135
google/uis-rnn,2018-10-23T08:13:24Z,2025-01-20T07:30:37Z,112151,1566,321
adblockradio/adblockradio,2018-07-09T12:35:43Z,2025-01-19T15:46:57Z,9143,1486,64
dair-ai/nlp_paper_summaries,2020-03-03T13:20:30Z,2025-01-22T12:33:46Z,1799,1479,242
TianZerL/Anime4KCPP,2020-03-25T16:51:24Z,2025-01-22T20:04:37Z,7785,1839,141
prabhuomkar/pytorch-cpp,2019-11-05T16:52:01Z,2025-01-23T06:44:42Z,494,1991,264
amitkaps/hackermath,2016-05-23T14:32:02Z,2025-01-19T03:21:58Z,26070,1448,288
pytorch/tnt,2016-12-10T11:49:58Z,2025-01-24T14:18:48Z,8852,1681,279
nubank/fklearn,2019-02-27T14:32:57Z,2025-01-03T21:47:53Z,2460,1510,167
explosion/sense2vec,2016-01-23T22:15:49Z,2025-01-18T19:01:32Z,1200,1634,239
h2oai/h2o-tutorials,2015-08-05T20:26:22Z,2025-01-18T15:41:28Z,1105809,1486,999
danielhanchen/hyperlearn,2018-08-27T16:00:47Z,2025-01-23T21:46:38Z,48965,1912,131
alexsosn/iOS_ML,2015-08-18T08:44:46Z,2025-01-23T11:27:39Z,98,1433,154
MindorksOpenSource/AndroidTensorFlowMachineLearningExample,2017-03-06T04:34:38Z,2025-01-21T20:48:08Z,54403,1433,428
firmai/machine-learning-asset-management,2019-07-11T11:16:56Z,2025-01-22T13:11:58Z,122,1701,458
GokuMohandas/mlops-course,2020-11-12T03:05:00Z,2025-01-24T04:15:06Z,7509,3023,521
MLReef/mlreef,2020-07-20T09:45:29Z,2025-01-24T14:43:33Z,65993,1439,308
HuwCampbell/grenade,2016-06-23T12:04:52Z,2025-01-19T03:22:40Z,357,1452,83
bfelbo/DeepMoji,2017-07-18T11:42:33Z,2025-01-24T14:30:47Z,113203,1529,313
timoschick/pet,2020-04-07T08:13:51Z,2025-01-14T02:17:49Z,194,1625,281
Cloud-CV/EvalAI,2016-10-21T00:51:45Z,2025-01-14T14:08:53Z,66059,1791,808
xinshuoweng/AB3DMOT,2019-06-19T23:48:25Z,2025-01-23T10:46:03Z,189588,1709,403
Lightning-AI/lightning-bolts,2020-03-25T16:03:30Z,2025-01-22T15:22:18Z,5836,1708,323
cdipaolo/goml,2015-06-27T05:52:01Z,2025-01-23T04:09:06Z,971,1572,133
basicmi/AI-Chip,2017-08-09T04:10:54Z,2025-01-17T10:37:35Z,116296,1654,275
vahidk/EffectivePyTorch,2020-04-02T07:21:57Z,2025-01-22T15:55:47Z,49,1673,168
denizyuret/Knet.jl,2015-09-29T23:42:37Z,2025-01-15T13:31:27Z,23925,1430,230
rednaga/APKiD,2016-06-23T18:00:21Z,2025-01-24T00:18:27Z,10379,2124,297
fairlearn/fairlearn,2018-05-15T01:51:35Z,2025-01-24T11:21:31Z,79957,1994,431
TorchCraft/TorchCraft,2016-12-03T00:04:58Z,2025-01-17T20:15:50Z,8339,1388,210
o19s/elasticsearch-learning-to-rank,2016-12-25T03:19:01Z,2025-01-23T11:57:26Z,2202,1493,369
datamade/usaddress,2014-07-17T19:22:46Z,2025-01-21T07:07:33Z,7042,1544,302
Hitachi-Automotive-And-Industry-Lab/semantic-segmentation-editor,2018-07-25T07:44:38Z,2025-01-22T15:06:32Z,2726,1843,439
AxeldeRomblay/MLBox,2017-06-01T16:59:24Z,2025-01-16T01:30:52Z,52437,1502,274
igrigorik/decisiontree,2009-02-23T04:52:20Z,2025-01-07T07:13:15Z,56,1439,129
modelfoxdotdev/modelfox,2021-04-23T19:25:24Z,2025-01-24T15:40:50Z,28770,1467,64
MarcSkovMadsen/awesome-streamlit,2019-10-06T02:07:49Z,2025-01-24T15:43:30Z,120451,2114,358
nebuly-ai/nebullvm,2022-02-12T17:17:14Z,2025-01-22T23:38:32Z,4528,8371,636
demidovakatya/vvedenie-mashinnoe-obuchenie,2016-01-28T23:10:50Z,2025-01-09T21:42:35Z,2315,1421,328
404notf0und/AI-for-Security-Learning,2018-11-02T03:43:53Z,2025-01-22T02:23:42Z,130,1663,339
BilalReffas/EmojiIntelligence,2017-04-10T03:44:45Z,2025-01-18T19:55:29Z,420,1375,84
microsoft/EdgeML,2017-08-02T11:27:52Z,2025-01-22T10:03:48Z,82301,1594,371
johannfaouzi/pyts,2017-07-31T09:23:16Z,2025-01-24T11:27:08Z,7886,1796,167
Xtremilicious/projectlearn-project-based-learning,2019-12-01T13:20:52Z,2025-01-24T15:34:12Z,14153,3929,374
DLTK/DLTK,2017-05-02T15:40:36Z,2025-01-19T03:33:24Z,19508,1430,403
open-metadata/OpenMetadata,2021-08-01T21:17:17Z,2025-01-24T15:05:29Z,1821620,5955,1116
ranahanocka/MeshCNN,2019-05-06T22:48:52Z,2025-01-21T13:29:31Z,3645,1621,322
chandrikadeb7/Face-Mask-Detection,2020-04-21T11:04:56Z,2025-01-24T04:26:41Z,191247,1554,848
recognai/rubrix,2021-04-28T14:37:42Z,2025-01-24T14:02:01Z,805263,4213,399
vwxyzjn/cleanrl,2019-06-07T16:31:50Z,2025-01-24T11:03:05Z,140004,6113,690
trekhleb/machine-learning-experiments,2019-11-14T06:50:29Z,2025-01-24T03:37:38Z,799596,1675,303
stanfordmlgroup/ngboost,2018-06-21T22:22:40Z,2025-01-23T07:30:42Z,12788,1674,223
rbhatia46/Data-Science-Interview-Resources,2018-11-22T19:48:36Z,2025-01-23T15:33:06Z,310,2863,680
torchgan/torchgan,2018-09-20T16:41:00Z,2025-01-19T12:57:19Z,24010,1407,170
ashishpatel26/Andrew-NG-Notes,2019-06-08T12:44:06Z,2025-01-24T16:04:59Z,202399,2781,1048
BloodAxe/pytorch-toolbelt,2019-03-15T16:02:49Z,2025-01-20T16:45:13Z,3164,1525,123
sepandhaghighi/pycm,2018-01-22T19:46:54Z,2025-01-21T21:01:31Z,12584,1461,126
tensorly/tensorly,2016-10-21T23:14:52Z,2025-01-23T14:01:28Z,16765,1588,293
google-research/language,2018-10-16T00:58:14Z,2025-01-24T02:19:25Z,6407,1640,352
yassouali/awesome-semi-supervised-learning,2020-04-08T00:43:22Z,2025-01-22T05:55:45Z,249,1815,228
fendouai/Awesome-TensorFlow-Chinese,2017-09-01T08:07:50Z,2025-01-23T15:23:14Z,34,1353,329
tensorflow/model-optimization,2018-10-31T20:34:28Z,2025-01-24T15:44:00Z,2290,1512,324
robertmartin8/MachineLearningStocks,2017-02-12T04:50:44Z,2025-01-23T11:49:35Z,7533,1797,512
dmotz/thing-translator,2016-11-14T20:03:10Z,2025-01-22T10:37:55Z,4200,1328,232
AgaMiko/data-augmentation-review,2019-09-28T19:46:30Z,2025-01-22T10:55:21Z,3761,1627,205
leehomyc/Faster-High-Res-Neural-Inpainting,2017-01-26T21:18:49Z,2025-01-14T14:30:05Z,38020,1297,212
scverse/scanpy,2017-01-29T11:31:11Z,2025-01-24T12:44:21Z,42471,1980,610
DragonComputer/Dragonfire,2016-04-19T23:28:07Z,2025-01-15T05:11:11Z,25246,1382,213
ebhy/budgetml,2020-12-27T14:24:57Z,2025-01-12T22:58:54Z,1345,1344,65
scikit-learn-contrib/metric-learn,2013-11-02T08:29:47Z,2025-01-17T13:12:47Z,12624,1406,231
kingfengji/gcForest,2017-06-01T06:23:57Z,2025-01-21T03:47:31Z,119,1309,425
FluxML/Zygote.jl,2018-08-06T22:08:26Z,2025-01-23T02:00:56Z,3839,1496,212
reiinakano/xcessiv,2017-03-07T18:18:25Z,2024-12-30T22:55:28Z,9467,1269,105
luwill/Machine_Learning_Code_Implementation,2019-02-13T06:40:54Z,2025-01-21T10:56:10Z,3658,1522,600
hollance/Forge,2017-04-23T19:25:05Z,2024-12-13T09:13:20Z,191355,1270,173
abdulfatir/twitter-sentiment-analysis,2017-10-08T21:07:18Z,2025-01-21T17:22:14Z,2441,1570,603
advboxes/AdvBox,2018-08-08T08:55:41Z,2025-01-20T16:49:18Z,104093,1390,265
x4nth055/pythoncode-tutorials,2019-07-29T12:35:40Z,2025-01-24T12:46:08Z,334997,2613,1948
hi-primus/optimus,2017-07-13T02:31:18Z,2025-01-23T20:33:12Z,115279,1491,234
aws-samples/aws-machine-learning-university-accelerated-cv,2020-07-29T22:17:04Z,2025-01-22T13:34:29Z,193650,1586,368
yangyanli/PointCNN,2017-08-22T22:45:32Z,2025-01-21T07:50:04Z,343,1388,367
alkaline-ml/pmdarima,2017-03-30T14:58:30Z,2025-01-24T14:58:14Z,81176,1612,235
nlpodyssey/spago,2020-01-05T20:39:29Z,2025-01-23T01:20:22Z,20435,1767,87
gnes-ai/gnes,2019-07-08T08:31:09Z,2025-01-17T09:47:27Z,54521,1267,209
metrofun/machine-learning-surveys,2017-05-24T19:30:06Z,2025-01-23T15:23:12Z,83,1365,203
pytorch/opacus,2019-12-07T01:58:09Z,2025-01-23T23:22:45Z,7862,1740,354
ArztSamuel/Applying_EANNs,2017-04-09T10:24:29Z,2025-01-22T06:44:00Z,20660,1492,363
lihanghang/NLP-Knowledge-Graph,2019-01-29T12:15:57Z,2025-01-22T08:11:50Z,542518,1653,363
iamtodor/data-science-interview-questions-and-answers,2017-12-06T18:32:29Z,2025-01-22T21:38:15Z,1828,1591,355
salu133445/musegan,2017-09-13T03:52:31Z,2025-01-24T13:27:11Z,75263,1884,376
IntelLabs/control-flag,2021-08-04T05:48:07Z,2025-01-16T01:30:51Z,2119,1240,113
jrieke/traingenerator,2020-12-03T16:47:16Z,2025-01-12T14:59:09Z,10335,1371,185
huoyijie/AdvancedEAST,2018-05-14T01:37:52Z,2025-01-19T03:40:30Z,3293,1227,381
linjinjin123/awesome-AIOps,2018-07-27T07:04:52Z,2025-01-24T09:00:08Z,60,1599,362
AtheMathmo/rusty-machine,2015-11-14T05:55:27Z,2025-01-16T01:30:45Z,12405,1256,152
